Season;Round;HomeTeam;AwayTeam;LocalWin;PositionHome;GamesPlayedHome;WinsHome;DrawsHome;LossesHome;GoalsFavourHome;GoalsAgainstHome;GoalDifferenceHome;PointsHome;LeagueWeightHome;HistoricalPointsHome;HistoricalPositionHome;PositionAway;GamesPlayedAway;WinsAway;DrawsAway;LossesAway;GoalsFavourAway;GoalsAgainstAway;GoalDifferenceAway;PointsAway;LeagueWeightAway;HistoricalPointsAway;HistoricalPositionAway;Year;count_sixteenHome;count_quarterHome;count_semisHome;count_finalHome;count_championsHome;count_sixteenAway;count_quarterAway;count_semisAway;count_finalAway;count_championsAway;PositionChampionsHome;GamesPlayedChampionsHome;WinsChampionsHome;DrawsChampionsHome;LossesChampionsHome;GoalsFavourChampionsHome;GoalsAgainstChampionsHome;GoalDifferenceChampionsHome;PointsChampionsHome;PositionChampionsAway;GamesPlayedChampionsAway;WinsChampionsAway;DrawsChampionsAway;LossesChampionsAway;GoalsFavourChampionsAway;GoalsAgainstChampionsAway;GoalDifferenceChampionsAway;PointsChampionsAway
2013-2014;semis;Chelsea;Atlético Madrid;0;3.0;38.0;0.6578947368421053;0.18421052631578946;0.15789473684210525;1.868421052631579;0.7105263157894737;1.1578947368421053;2.1578947368421053;0.6524101299303857;2.1578947368421053;3.0;1.0;38.0;0.7368421052631579;0.15789473684210525;0.10526315789473684;2.026315789473684;0.6842105263157895;1.3421052631578947;2.3684210526315788;1.367380135333548;2.3684210526315788;1.0;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;38.0;0.6578947368421053;0.18421052631578946;0.15789473684210525;1.868421052631579;0.7105263157894737;1.1578947368421053;2.1578947368421053;1.0;38.0;0.7368421052631579;0.15789473684210525;0.10526315789473684;2.026315789473684;0.6842105263157895;1.3421052631578947;2.3684210526315788
2013-2014;semis;Chelsea;Atlético Madrid;0;3.0;38.0;0.6578947368421053;0.18421052631578946;0.15789473684210525;1.868421052631579;0.7105263157894737;1.1578947368421053;2.1578947368421053;0.6524101299303857;2.1578947368421053;3.0;1.0;38.0;0.7368421052631579;0.15789473684210525;0.10526315789473684;2.026315789473684;0.6842105263157895;1.3421052631578947;2.3684210526315788;1.367380135333548;2.3684210526315788;1.0;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;38.0;0.6578947368421053;0.18421052631578946;0.15789473684210525;1.868421052631579;0.7105263157894737;1.1578947368421053;2.1578947368421053;1.0;38.0;0.7368421052631579;0.15789473684210525;0.10526315789473684;2.026315789473684;0.6842105263157895;1.3421052631578947;2.3684210526315788
2013-2014;quarter;Manchester United;Bayern Munich;-1;7.0;38.0;0.5;0.18421052631578946;0.3157894736842105;1.6842105263157894;1.131578947368421;0.5526315789473685;1.6842105263157894;0.6524101299303857;1.6842105263157894;7.0;1.0;34.0;0.8529411764705882;0.08823529411764706;0.058823529411764705;2.764705882352941;0.6764705882352942;2.088235294117647;2.6470588235294117;-0.3306736274989625;2.6470588235294117;1.0;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;38.0;0.5;0.18421052631578946;0.3157894736842105;1.6842105263157894;1.131578947368421;0.5526315789473685;1.6842105263157894;1.0;34.0;0.8529411764705882;0.08823529411764706;0.058823529411764705;2.764705882352941;0.6764705882352942;2.088235294117647;2.6470588235294117
2013-2014;quarter;Manchester United;Bayern Munich;-1;7.0;38.0;0.5;0.18421052631578946;0.3157894736842105;1.6842105263157894;1.131578947368421;0.5526315789473685;1.6842105263157894;0.6524101299303857;1.6842105263157894;7.0;1.0;34.0;0.8529411764705882;0.08823529411764706;0.058823529411764705;2.764705882352941;0.6764705882352942;2.088235294117647;2.6470588235294117;-0.3306736274989625;2.6470588235294117;1.0;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;38.0;0.5;0.18421052631578946;0.3157894736842105;1.6842105263157894;1.131578947368421;0.5526315789473685;1.6842105263157894;1.0;34.0;0.8529411764705882;0.08823529411764706;0.058823529411764705;2.764705882352941;0.6764705882352942;2.088235294117647;2.6470588235294117
2013-2014;quarter;Bayern Munich;Manchester United;1;1.0;34.0;0.8529411764705882;0.08823529411764706;0.058823529411764705;2.764705882352941;0.6764705882352942;2.088235294117647;2.6470588235294117;-0.3306736274989625;2.6470588235294117;1.0;7.0;38.0;0.5;0.18421052631578946;0.3157894736842105;1.6842105263157894;1.131578947368421;0.5526315789473685;1.6842105263157894;0.6524101299303857;1.6842105263157894;7.0;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;34.0;0.8529411764705882;0.08823529411764706;0.058823529411764705;2.764705882352941;0.6764705882352942;2.088235294117647;2.6470588235294117;7.0;38.0;0.5;0.18421052631578946;0.3157894736842105;1.6842105263157894;1.131578947368421;0.5526315789473685;1.6842105263157894
2013-2014;quarter;Bayern Munich;Manchester United;1;1.0;34.0;0.8529411764705882;0.08823529411764706;0.058823529411764705;2.764705882352941;0.6764705882352942;2.088235294117647;2.6470588235294117;-0.3306736274989625;2.6470588235294117;1.0;7.0;38.0;0.5;0.18421052631578946;0.3157894736842105;1.6842105263157894;1.131578947368421;0.5526315789473685;1.6842105263157894;0.6524101299303857;1.6842105263157894;7.0;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;34.0;0.8529411764705882;0.08823529411764706;0.058823529411764705;2.764705882352941;0.6764705882352942;2.088235294117647;2.6470588235294117;7.0;38.0;0.5;0.18421052631578946;0.3157894736842105;1.6842105263157894;1.131578947368421;0.5526315789473685;1.6842105263157894
2013-2014;quarter;Barcelona;Atlético Madrid;-1;2.0;38.0;0.7105263157894737;0.15789473684210525;0.13157894736842105;2.6315789473684212;0.868421052631579;1.763157894736842;2.289473684210526;1.367380135333548;2.289473684210526;2.0;1.0;38.0;0.7368421052631579;0.15789473684210525;0.10526315789473684;2.026315789473684;0.6842105263157895;1.3421052631578947;2.3684210526315788;1.367380135333548;2.3684210526315788;1.0;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;38.0;0.7105263157894737;0.15789473684210525;0.13157894736842105;2.6315789473684212;0.868421052631579;1.763157894736842;2.289473684210526;1.0;38.0;0.7368421052631579;0.15789473684210525;0.10526315789473684;2.026315789473684;0.6842105263157895;1.3421052631578947;2.3684210526315788
2013-2014;quarter;Barcelona;Atlético Madrid;-1;2.0;38.0;0.7105263157894737;0.15789473684210525;0.13157894736842105;2.6315789473684212;0.868421052631579;1.763157894736842;2.289473684210526;1.367380135333548;2.289473684210526;2.0;1.0;38.0;0.7368421052631579;0.15789473684210525;0.10526315789473684;2.026315789473684;0.6842105263157895;1.3421052631578947;2.3684210526315788;1.367380135333548;2.3684210526315788;1.0;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;38.0;0.7105263157894737;0.15789473684210525;0.13157894736842105;2.6315789473684212;0.868421052631579;1.763157894736842;2.289473684210526;1.0;38.0;0.7368421052631579;0.15789473684210525;0.10526315789473684;2.026315789473684;0.6842105263157895;1.3421052631578947;2.3684210526315788
2013-2014;quarter;Barcelona;Atlético Madrid;-1;2.0;38.0;0.7105263157894737;0.15789473684210525;0.13157894736842105;2.6315789473684212;0.868421052631579;1.763157894736842;2.289473684210526;1.367380135333548;2.289473684210526;2.0;1.0;38.0;0.7368421052631579;0.15789473684210525;0.10526315789473684;2.026315789473684;0.6842105263157895;1.3421052631578947;2.3684210526315788;1.367380135333548;2.3684210526315788;1.0;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;38.0;0.7105263157894737;0.15789473684210525;0.13157894736842105;2.6315789473684212;0.868421052631579;1.763157894736842;2.289473684210526;1.0;38.0;0.7368421052631579;0.15789473684210525;0.10526315789473684;2.026315789473684;0.6842105263157895;1.3421052631578947;2.3684210526315788
2013-2014;quarter;Atlético Madrid;Barcelona;1;1.0;38.0;0.7368421052631579;0.15789473684210525;0.10526315789473684;2.026315789473684;0.6842105263157895;1.3421052631578947;2.3684210526315788;1.367380135333548;2.3684210526315788;1.0;2.0;38.0;0.7105263157894737;0.15789473684210525;0.13157894736842105;2.6315789473684212;0.868421052631579;1.763157894736842;2.289473684210526;1.367380135333548;2.289473684210526;2.0;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;38.0;0.7368421052631579;0.15789473684210525;0.10526315789473684;2.026315789473684;0.6842105263157895;1.3421052631578947;2.3684210526315788;2.0;38.0;0.7105263157894737;0.15789473684210525;0.13157894736842105;2.6315789473684212;0.868421052631579;1.763157894736842;2.289473684210526
2013-2014;quarter;Atlético Madrid;Barcelona;1;1.0;38.0;0.7368421052631579;0.15789473684210525;0.10526315789473684;2.026315789473684;0.6842105263157895;1.3421052631578947;2.3684210526315788;1.367380135333548;2.3684210526315788;1.0;2.0;38.0;0.7105263157894737;0.15789473684210525;0.13157894736842105;2.6315789473684212;0.868421052631579;1.763157894736842;2.289473684210526;1.367380135333548;2.289473684210526;2.0;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;38.0;0.7368421052631579;0.15789473684210525;0.10526315789473684;2.026315789473684;0.6842105263157895;1.3421052631578947;2.3684210526315788;2.0;38.0;0.7105263157894737;0.15789473684210525;0.13157894736842105;2.6315789473684212;0.868421052631579;1.763157894736842;2.289473684210526
2013-2014;quarter;Real Madrid;Borussia Dortmund;1;3.0;38.0;0.7105263157894737;0.15789473684210525;0.13157894736842105;2.736842105263158;1.0;1.736842105263158;2.289473684210526;1.367380135333548;2.289473684210526;3.0;2.0;34.0;0.6470588235294118;0.14705882352941177;0.20588235294117646;2.3529411764705883;1.1176470588235294;1.2352941176470589;2.088235294117647;-0.3306736274989625;2.088235294117647;2.0;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;38.0;0.7105263157894737;0.15789473684210525;0.13157894736842105;2.736842105263158;1.0;1.736842105263158;2.289473684210526;2.0;34.0;0.6470588235294118;0.14705882352941177;0.20588235294117646;2.3529411764705883;1.1176470588235294;1.2352941176470589;2.088235294117647
2013-2014;quarter;Borussia Dortmund;Real Madrid;1;2.0;34.0;0.6470588235294118;0.14705882352941177;0.20588235294117646;2.3529411764705883;1.1176470588235294;1.2352941176470589;2.088235294117647;-0.3306736274989625;2.088235294117647;2.0;3.0;38.0;0.7105263157894737;0.15789473684210525;0.13157894736842105;2.736842105263158;1.0;1.736842105263158;2.289473684210526;1.367380135333548;2.289473684210526;3.0;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;34.0;0.6470588235294118;0.14705882352941177;0.20588235294117646;2.3529411764705883;1.1176470588235294;1.2352941176470589;2.088235294117647;3.0;38.0;0.7105263157894737;0.15789473684210525;0.13157894736842105;2.736842105263158;1.0;1.736842105263158;2.289473684210526
2013-2014;quarter;Borussia Dortmund;Real Madrid;1;2.0;34.0;0.6470588235294118;0.14705882352941177;0.20588235294117646;2.3529411764705883;1.1176470588235294;1.2352941176470589;2.088235294117647;-0.3306736274989625;2.088235294117647;2.0;3.0;38.0;0.7105263157894737;0.15789473684210525;0.13157894736842105;2.736842105263158;1.0;1.736842105263158;2.289473684210526;1.367380135333548;2.289473684210526;3.0;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;34.0;0.6470588235294118;0.14705882352941177;0.20588235294117646;2.3529411764705883;1.1176470588235294;1.2352941176470589;2.088235294117647;3.0;38.0;0.7105263157894737;0.15789473684210525;0.13157894736842105;2.736842105263158;1.0;1.736842105263158;2.289473684210526
2013-2014;quarter;Paris Saint Germain;Chelsea;1;1.0;38.0;0.7105263157894737;0.21052631578947367;0.07894736842105263;2.210526315789474;0.6052631578947368;1.605263157894737;2.3421052631578947;-1.1350148835775202;2.3421052631578947;1.0;3.0;38.0;0.6578947368421053;0.18421052631578946;0.15789473684210525;1.868421052631579;0.7105263157894737;1.1578947368421053;2.1578947368421053;0.6524101299303857;2.1578947368421053;3.0;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;38.0;0.7105263157894737;0.21052631578947367;0.07894736842105263;2.210526315789474;0.6052631578947368;1.605263157894737;2.3421052631578947;3.0;38.0;0.6578947368421053;0.18421052631578946;0.15789473684210525;1.868421052631579;0.7105263157894737;1.1578947368421053;2.1578947368421053
2013-2014;quarter;Paris Saint Germain;Chelsea;1;1.0;38.0;0.7105263157894737;0.21052631578947367;0.07894736842105263;2.210526315789474;0.6052631578947368;1.605263157894737;2.3421052631578947;-1.1350148835775202;2.3421052631578947;1.0;3.0;38.0;0.6578947368421053;0.18421052631578946;0.15789473684210525;1.868421052631579;0.7105263157894737;1.1578947368421053;2.1578947368421053;0.6524101299303857;2.1578947368421053;3.0;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;38.0;0.7105263157894737;0.21052631578947367;0.07894736842105263;2.210526315789474;0.6052631578947368;1.605263157894737;2.3421052631578947;3.0;38.0;0.6578947368421053;0.18421052631578946;0.15789473684210525;1.868421052631579;0.7105263157894737;1.1578947368421053;2.1578947368421053
2013-2014;quarter;Chelsea;Paris Saint Germain;1;3.0;38.0;0.6578947368421053;0.18421052631578946;0.15789473684210525;1.868421052631579;0.7105263157894737;1.1578947368421053;2.1578947368421053;0.6524101299303857;2.1578947368421053;3.0;1.0;38.0;0.7105263157894737;0.21052631578947367;0.07894736842105263;2.210526315789474;0.6052631578947368;1.605263157894737;2.3421052631578947;-1.1350148835775202;2.3421052631578947;1.0;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;38.0;0.6578947368421053;0.18421052631578946;0.15789473684210525;1.868421052631579;0.7105263157894737;1.1578947368421053;2.1578947368421053;1.0;38.0;0.7105263157894737;0.21052631578947367;0.07894736842105263;2.210526315789474;0.6052631578947368;1.605263157894737;2.3421052631578947
2013-2014;quarter;Chelsea;Paris Saint Germain;1;3.0;38.0;0.6578947368421053;0.18421052631578946;0.15789473684210525;1.868421052631579;0.7105263157894737;1.1578947368421053;2.1578947368421053;0.6524101299303857;2.1578947368421053;3.0;1.0;38.0;0.7105263157894737;0.21052631578947367;0.07894736842105263;2.210526315789474;0.6052631578947368;1.605263157894737;2.3421052631578947;-1.1350148835775202;2.3421052631578947;1.0;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;38.0;0.6578947368421053;0.18421052631578946;0.15789473684210525;1.868421052631579;0.7105263157894737;1.1578947368421053;2.1578947368421053;1.0;38.0;0.7105263157894737;0.21052631578947367;0.07894736842105263;2.210526315789474;0.6052631578947368;1.605263157894737;2.3421052631578947
2013-2014;sixteen;Arsenal;Bayern Munich;0;4.0;38.0;0.631578947368421;0.18421052631578946;0.18421052631578946;1.7894736842105263;1.0789473684210527;0.7105263157894737;2.0789473684210527;0.6524101299303857;2.0789473684210527;4.0;1.0;34.0;0.8529411764705882;0.08823529411764706;0.058823529411764705;2.764705882352941;0.6764705882352942;2.088235294117647;2.6470588235294117;-0.3306736274989625;2.6470588235294117;1.0;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;38.0;0.631578947368421;0.18421052631578946;0.18421052631578946;1.7894736842105263;1.0789473684210527;0.7105263157894737;2.0789473684210527;1.0;34.0;0.8529411764705882;0.08823529411764706;0.058823529411764705;2.764705882352941;0.6764705882352942;2.088235294117647;2.6470588235294117
2013-2014;sixteen;Arsenal;Bayern Munich;0;4.0;38.0;0.631578947368421;0.18421052631578946;0.18421052631578946;1.7894736842105263;1.0789473684210527;0.7105263157894737;2.0789473684210527;0.6524101299303857;2.0789473684210527;4.0;1.0;34.0;0.8529411764705882;0.08823529411764706;0.058823529411764705;2.764705882352941;0.6764705882352942;2.088235294117647;2.6470588235294117;-0.3306736274989625;2.6470588235294117;1.0;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;38.0;0.631578947368421;0.18421052631578946;0.18421052631578946;1.7894736842105263;1.0789473684210527;0.7105263157894737;2.0789473684210527;1.0;34.0;0.8529411764705882;0.08823529411764706;0.058823529411764705;2.764705882352941;0.6764705882352942;2.088235294117647;2.6470588235294117
2013-2014;sixteen;Bayern Munich;Arsenal;-1;1.0;34.0;0.8529411764705882;0.08823529411764706;0.058823529411764705;2.764705882352941;0.6764705882352942;2.088235294117647;2.6470588235294117;-0.3306736274989625;2.6470588235294117;1.0;4.0;38.0;0.631578947368421;0.18421052631578946;0.18421052631578946;1.7894736842105263;1.0789473684210527;0.7105263157894737;2.0789473684210527;0.6524101299303857;2.0789473684210527;4.0;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;34.0;0.8529411764705882;0.08823529411764706;0.058823529411764705;2.764705882352941;0.6764705882352942;2.088235294117647;2.6470588235294117;4.0;38.0;0.631578947368421;0.18421052631578946;0.18421052631578946;1.7894736842105263;1.0789473684210527;0.7105263157894737;2.0789473684210527
2013-2014;sixteen;Olympiacos;Manchester United;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;38.0;0.5;0.18421052631578946;0.3157894736842105;1.6842105263157894;1.131578947368421;0.5526315789473685;1.6842105263157894;0.6524101299303857;1.6842105263157894;7.0;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;38.0;0.5;0.18421052631578946;0.3157894736842105;1.6842105263157894;1.131578947368421;0.5526315789473685;1.6842105263157894
2013-2014;sixteen;Olympiacos;Manchester United;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;38.0;0.5;0.18421052631578946;0.3157894736842105;1.6842105263157894;1.131578947368421;0.5526315789473685;1.6842105263157894;0.6524101299303857;1.6842105263157894;7.0;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;38.0;0.5;0.18421052631578946;0.3157894736842105;1.6842105263157894;1.131578947368421;0.5526315789473685;1.6842105263157894
2013-2014;sixteen;Manchester United;Olympiacos;1;7.0;38.0;0.5;0.18421052631578946;0.3157894736842105;1.6842105263157894;1.131578947368421;0.5526315789473685;1.6842105263157894;0.6524101299303857;1.6842105263157894;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;38.0;0.5;0.18421052631578946;0.3157894736842105;1.6842105263157894;1.131578947368421;0.5526315789473685;1.6842105263157894;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
